sigma,eta
0.78333333,0.48333333
0.14166667,0.9
0.35,0.225
0.525,0.28333333
0.86666667,0.24166667
0.25,0.59166667
0.86666667,0.73333333
0.13333333,0.825
0.30833333,0.041666667
0.033333333,0.5
0.175,0.83333333
0.65,0.76666667
0.29166667,0.49166667
0.65833333,0.18333333
0.83333333,1
0.5,1
0.9,0.25833333
0.86666667,0.53333333
0.775,0.5
0.59166667,0.175
0.05,0.091666667
0.975,0.96666667
0.45833333,0.81666667
0.825,0.11666667
0.225,0.21666667
0.95,0.51666667
0.1,0.68333333
0.6,0.066666667
0.99166667,0.66666667
0.041666667,0.16666667
0.1,0.60833333
0.26666667,0.38333333
0.23333333,0.54166667
0.88333333,0.18333333
0.69166667,0.5
0.85833333,0.20833333
0.86666667,0.20833333
0.41666667,0.3
0.54166667,0.25833333
0.60833333,0.86666667
0.75,0.175
0.61666667,0.75
0.71666667,0.69166667
0.95833333,0.625
0.11666667,0.68333333
0.86666667,0.40833333
0.425,0.71666667
0.05,0.36666667
1,0.43333333
0.15,0.033333333
0.86666667,0.825
0.20833333,0.86666667
0.66666667,0.083333333
0.39166667,0.55
0.425,0.475
0.15833333,0.95
0.13333333,0.091666667
0.24166667,0.68333333
0.75,0.85
0.25,0.125
0.25,1
0.975,0.89166667
0.55833333,0.075
0.83333333,0.091666667
0.475,0.31666667
0.36666667,0.60833333
0.475,0.20833333
0.55,0.25833333
0.0083333333,0.65833333
0.45833333,0.46666667
0.76666667,0.41666667
0.4,0.175
0.19166667,0.15
0.075,0.88333333
0.63333333,0.76666667
0.9,0.025
0.95833333,0.64166667
0.58333333,0.20833333
0.85,0.45833333
0.34166667,1
0.55833333,0.75833333
0.58333333,0.75833333
0.725,0.28333333
0.73333333,0.91666667
0.033333333,0.19166667
0.6,0.16666667
0.41666667,0.9
0.51666667,0.95833333
0.41666667,0.225
0.75833333,0.425
0.78333333,0.35833333
0.25833333,0.75
0.075,0.65
0.39166667,0.066666667
0.85833333,0.14166667
0.10833333,0.11666667
0.48333333,0.066666667
0.24166667,1
0.025,0.39166667
0.44166667,0.675
0.99166667,0.98333333
0.51666667,0.28333333
0.16666667,0.10833333
0.625,0.64166667
0.48333333,0.23333333
0.15,0.65
0.13333333,0.98333333
0.50833333,0.75833333
0.76666667,0.575
0.29166667,0.083333333
0.083333333,0.6
0.93333333,0.016666667
0.95833333,0.1
0.43333333,0.96666667
0.68333333,0.85
0.29166667,0.88333333
0.46666667,0.33333333
0.8,0.3
0.61666667,0.275
0.95833333,0.46666667
0.85833333,0.70833333
0.81666667,0.79166667
0.88333333,0.85
0.25833333,0.18333333
0.63333333,0.14166667
0.99166667,0.85
0.24166667,0.675
0.083333333,0.725
0.70833333,0.2
0.41666667,0.975
0.85833333,0.90833333
0.80833333,0.125
0.95,0.16666667
0.15,0.34166667
0.1,0.74166667
0.71666667,0.35833333
0.11666667,0.84166667
0.20833333,0.65
0.091666667,0.11666667
0.65,0.11666667
0.21666667,0.24166667
0.85833333,0.675
0.066666667,0.58333333
0.375,0.69166667
0.95833333,0.93333333
0.65833333,0.033333333
0.05,0.63333333
0.625,0.23333333
1,0.21666667
0.49166667,0.13333333
0.83333333,0.84166667
0.40833333,0.89166667
0.675,0.19166667
0.6,0.675
0.73333333,0.35
0.71666667,0.86666667
0.29166667,0.375
0.58333333,0.83333333
0.43333333,0.44166667
0.425,0.1
0.016666667,0.18333333
0.59166667,0.6
0.33333333,0.50833333
0.15,0.24166667
0.50833333,0.05
0.20833333,0.91666667
0.40833333,0.75833333
0.016666667,0.74166667
0.066666667,0.5
0.29166667,0.28333333
0.14166667,0.59166667
0.65833333,0.225
0.18333333,0.36666667
0.95,0.44166667
0.25,0.066666667
0.51666667,0.1
0.26666667,0.13333333
0.7,0.84166667
0.46666667,0.925
0.75,0.275
0.8,0.45833333
0.083333333,0.29166667
0.6,0.66666667
0.325,0.39166667
0.96666667,0.41666667
0.13333333,0.6
0.96666667,0.9
0.4,0.96666667
0.025,0.13333333
0.44166667,0.525
0.61666667,0.99166667
0.4,0.95833333
0.3,0.43333333
0.083333333,0.86666667
0.45833333,0.26666667
0.13333333,0.89166667
0.33333333,0.25833333
0.46666667,0.26666667
0.94166667,0.875
0.33333333,0.39166667
0.34166667,0.55833333
0.11666667,0.20833333
0.61666667,0.15833333
0.225,0.93333333
0.60833333,0.43333333
0.90833333,0.46666667
0.475,0.7
0.016666667,0.56666667
0.225,0.43333333
0.93333333,0.33333333
0.98333333,0.13333333
0.725,0.025
0.31666667,0.84166667
0.38333333,0.4
0.90833333,0.41666667
0.76666667,0.16666667
0.075,0.83333333
0.05,0.21666667
0.48333333,0.53333333
0.49166667,0.375
0.65833333,0.825
0.95,0.19166667
0.59166667,0.40833333
0.30833333,0.74166667
0.31666667,0.15
0.55833333,0.175
0.99166667,0.26666667
0.15833333,0.21666667
0.98333333,0.61666667
0.90833333,1
0.65,0.94166667
0.55,0.15833333
0.89166667,0.70833333
0.44166667,0.96666667
0.275,0.275
0.20833333,0.45833333
0.81666667,0.20833333
0.075,0.59166667
0.525,0.675
0.375,0.55833333
0.45,0.15833333
0.39166667,0.50833333
0.35833333,0.525
0.425,0.79166667
0.3,0.2
0.74166667,0.38333333
0.39166667,0.56666667
0.69166667,0.18333333
0.45833333,0.40833333
0.041666667,0.375
0.18333333,0.091666667
0.975,0.175
0.48333333,0.68333333
0.025,0.75
0.88333333,0.81666667
0.60833333,0.76666667
0.29166667,0.066666667
0.49166667,0.68333333
0.625,0.5
0.79166667,0.725
0.91666667,0.14166667
0.2,0.225
0.9,0.175
0.083333333,0.475
0.20833333,0.075
0.65,0.18333333
0.9,0.88333333
0.74166667,0.74166667
0.575,0.083333333
0.15833333,0.43333333
0.39166667,0.25833333
0.76666667,0.90833333
0.60833333,0.30833333
0.84166667,0.91666667
0.76666667,0.125
0.925,0.625
0.51666667,0.55833333
0.56666667,0.083333333
0.90833333,0.675
0.78333333,0.29166667
0.39166667,0.88333333
0.80833333,0.58333333
0.05,0.35
0.2,0.91666667
0.55,0.36666667
0.30833333,0.23333333
0.15,0.93333333
0.40833333,0.43333333
0.58333333,0.18333333
0.64166667,0.45833333
0.90833333,0.65833333
0.39166667,0.225
0.98333333,0.25833333
0.26666667,0.675
0.63333333,0.825
0.89166667,0.675
0.95833333,0.95
0.49166667,0.85
0.36666667,0.58333333
0.44166667,0.15833333
0.625,0.59166667
0.31666667,0.63333333
0.55833333,0.29166667
0.058333333,0.34166667
0.1,0.475
0.45,0.79166667
0.075,0.34166667
0.675,0.7
0.575,0.375
0.73333333,0.63333333
0.64166667,0.19166667
0.33333333,0.091666667
0.95833333,0.19166667
0.066666667,0.31666667
0.425,0.083333333
0.33333333,0.058333333
0.15,0.5
0.20833333,0.125
0.8,0.35
0.78333333,0.23333333
0.0083333333,0.041666667
0.71666667,0.15
0.50833333,0.675
0.98333333,0.375
0.475,0.175
0.275,0.23333333
0.30833333,0.15
0.31666667,0.125
0.48333333,0.475
0.55833333,1
0.925,0.0083333333
0.39166667,0.20833333
0.28333333,0.825
0.13333333,0.59166667
0.50833333,0.11666667
0.55,0.85
0.775,0.24166667
0.25833333,0.25833333
0.46666667,0.85
0.55,0.95833333
0.89166667,0.49166667
0.43333333,0.20833333
0.34166667,0.041666667
0.80833333,0.64166667
0.375,0.8
0.275,0.4
0.95,0.2
0.38333333,0.73333333
0.95,0.58333333
0.675,0.93333333
0.41666667,0.73333333
0.26666667,0.69166667
0.30833333,0.29166667
0.64166667,0.98333333
0.71666667,0.8
0.23333333,0.85
0.56666667,0.325
0.64166667,0.33333333
0.80833333,0.45
0.80833333,0.5
0.58333333,0.75
0.49166667,0.16666667
0.25833333,0.35
0.05,0.45
0.5,0.73333333
0.8,0.875
0.65,0.99166667
0.95,0.85
0.40833333,0.066666667
0.75833333,0.175
0.75,0.64166667
0.8,0.15
0.075,0.3
0.041666667,0.025
0.16666667,0.475
0.35833333,0.7
0.36666667,0.825
0.7,0.65
0.95833333,0.36666667
0.55,0.49166667
0.925,0.23333333
0.55,0.058333333
0.49166667,0.7
0.25833333,0.93333333
0.73333333,0.066666667
0.36666667,0.3
0.45,0.98333333
0.575,0.95
0.15833333,0.31666667
0.21666667,0.066666667
0.71666667,0.90833333
0.56666667,0.23333333
0.88333333,0.325
0.375,0.275
0.55833333,0.9
0.033333333,0.60833333
0.85833333,0.11666667
0.6,0.59166667
0.71666667,0.85
0.175,0.041666667
0.84166667,0.51666667
0.34166667,0.83333333
0.35833333,0.64166667
0.38333333,0.625
0.58333333,0.10833333
0.18333333,0.95833333
0.96666667,0.05
0.89166667,0.55
0.3,0.55
0.975,0.65
0.033333333,0.39166667
0.28333333,0.75833333
0.29166667,0.73333333
0.44166667,0.98333333
0.35,0.875
0.63333333,0.43333333
0.40833333,0.3
0.80833333,0.55833333
0.71666667,0.0083333333
0.43333333,0.84166667
0.15,0.55
0.69166667,0.275
0.91666667,0.675
0.125,0.15
0.041666667,0.25
0.13333333,0.51666667
0.275,0.25
0.44166667,0.83333333
0.85,0.26666667
0.44166667,0.9
0.85,0.81666667
0.21666667,0.55833333
0.35,0.15833333
0.075,0.53333333
0.53333333,0.016666667
0.95,0.34166667
0.20833333,0.31666667
0.3,0.89166667
0.05,0.56666667
0.39166667,0.45833333
0.35,0.075
0.68333333,0.041666667
0.26666667,0.20833333
0.81666667,0.96666667
0.058333333,0.71666667
0.75833333,0.73333333
0.70833333,0.975
0.60833333,0.16666667
0.33333333,0.325
0.275,0.825
0.90833333,0.63333333
0.56666667,0.38333333
0.94166667,0.29166667
0.325,0.81666667
0.425,0.35
1,0.56666667
0.55833333,0.31666667
0.80833333,0.95
0.91666667,0.61666667
0.31666667,0.925
0.058333333,0.91666667
0.28333333,0.46666667
0.075,0.225
0.26666667,0.575
0.66666667,0.05
0.55833333,0.19166667
0.11666667,0.75833333
0.28333333,0.6
0.80833333,0.88333333
0.88333333,0.925
0.9,0.98333333
0.30833333,0.59166667
0.65833333,0.50833333
0.58333333,0.8
0.13333333,0.29166667
0.525,0.23333333
0.25833333,0.73333333
0.625,0.20833333
0.84166667,0.40833333
0.69166667,0.058333333
0.15,0.475
0.56666667,0.8
0.90833333,0.73333333
0.69166667,0.39166667
0.98333333,0.34166667
0.875,0.56666667
0.28333333,0.28333333
0.85833333,0.65833333
0.016666667,0.675
0.21666667,0.825
0.033333333,1
0.81666667,0.325
0.96666667,0.825
0.71666667,0.55833333
0.033333333,0.091666667
0.18333333,0.33333333
0.45833333,0.175
0.89166667,0.45833333
0.25833333,0.075
0.56666667,0.9
0.94166667,0.65833333
0.10833333,0.85
0.89166667,0.125
0.88333333,0.2
0.6,0.30833333
0.61666667,0.4
0.81666667,0.64166667
0.29166667,0.43333333
0.11666667,0.28333333
0.041666667,0.23333333
0.86666667,0.45833333
0.45833333,0.8
0.25,0.016666667
0.66666667,0.775
0.85833333,0.69166667
0.65,0.05
0.48333333,0.55833333
0.65,0.35833333
0.35,0.39166667
0.091666667,0.725
0.0083333333,0.4
0.19166667,0.45833333
0.775,0.99166667
0.083333333,0.64166667
0.35,0.85
0.4,0.675
0.64166667,0.59166667
0.625,1
0.74166667,0.39166667
0.51666667,0.56666667
0.73333333,0.375
0.66666667,0.6
0.39166667,0.44166667
0.091666667,0.51666667
0.9,0.85
0.64166667,0.8
0.75,0.3
0.46666667,0.91666667
0.041666667,0.26666667
0.71666667,0.88333333
0.041666667,0.0083333333
0.95,0.25
0.96666667,0.058333333
0.016666667,0.49166667
0.99166667,0.925
0.41666667,0.99166667
0.18333333,0.575
0.7,0.925
0.05,0.81666667
0.71666667,0.325
0.29166667,0.65
0.425,0.70833333
0.56666667,0.525
0.40833333,0.79166667
0.35833333,0.35833333
0.925,0.24166667
0.55833333,0.091666667
0.56666667,0.39166667
0.025,0.61666667
0.016666667,0.475
0.475,0.88333333
0.33333333,0.033333333
0.86666667,0.0083333333
0.54166667,0.65
0.29166667,0.925
0.6,0.50833333
0.98333333,0.43333333
0.96666667,0.11666667
0.90833333,0.54166667
0.23333333,0.8
0.71666667,0.48333333
0.29166667,0.98333333
0.325,0.30833333
0.11666667,0.5
0.125,0.45
0.95833333,0.96666667
0.78333333,0.56666667
0.33333333,0.016666667
0.74166667,0.375
0.18333333,0.61666667
0.25833333,0.11666667
0.15833333,0.23333333
0.16666667,0.20833333
0.25,0.43333333
0.85833333,0.59166667
0.35,0.80833333
0.46666667,0.083333333
0.16666667,0.5
0.46666667,0.78333333
0.99166667,0.75833333
0.93333333,0.99166667
0.34166667,0.68333333
0.475,0.83333333
0.29166667,0.71666667
0.775,0.066666667
0.34166667,0.016666667
0.15833333,0.325
0.091666667,0.15833333
0.51666667,0.066666667
0.2,0.46666667
0.35,0.016666667
0.65833333,0.56666667
0.475,0.675
0.325,0.05
0.91666667,0.033333333
0.15,0.80833333
0.975,0.275
0.86666667,0.21666667
0.21666667,0.58333333
0.76666667,0.78333333
0.66666667,0.11666667
0.70833333,0.91666667
0.2,0.30833333
0.625,0.625
0.075,0.375
0.30833333,0.066666667
0.525,0.041666667
0.775,0.20833333
0.16666667,0.58333333
0.375,1
0.76666667,0.64166667
0.925,0.125
0.29166667,0.75833333
0.425,0.95833333
0.40833333,0.66666667
0.925,0.28333333
0.15,0.625
0.61666667,0.225
0.84166667,0.36666667
0.35,0.7
0.18333333,0.75833333
0.58333333,0.28333333
0.75833333,0.28333333
0.90833333,0.325
0.066666667,0.79166667
0.075,0.10833333
0.025,0.26666667
0.59166667,0.85833333
0.058333333,0.73333333
0.091666667,0.825
0.26666667,0.84166667
0.0083333333,0.9
0.93333333,0.61666667
0.56666667,0.31666667
0.50833333,0.78333333
0.63333333,0.84166667
0.475,0.79166667
0.033333333,0.43333333
0.775,0.2
0.79166667,0.3
0.31666667,0.56666667
0.275,0.90833333
0.425,0.05
0.70833333,0.95
0.65,0.68333333
0.15833333,0.81666667
0.31666667,0.70833333
0.99166667,0.45833333
0.89166667,0.25833333
0.0083333333,0.44166667
0.75833333,0.066666667
0.50833333,0.61666667
0.51666667,0.041666667
0.5,0.31666667
0.0083333333,0.24166667
0.066666667,0.083333333
0.066666667,0.28333333
0.28333333,0.125
0.21666667,0.225
0.88333333,0.4
0.25833333,0.20833333
0.0083333333,0.175
0.10833333,0.35
0.525,0.80833333
0.65833333,0.69166667
0.81666667,0.85833333
0.81666667,0.30833333
0.9,0.18333333
1,0.2
0.95,0.041666667
0.45,0.63333333
0.3,0.4
0.68333333,0.75833333
0.45833333,0.91666667
0.16666667,0.3
0.50833333,0.525
0.75,0.44166667
0.24166667,0.9
0.43333333,0.425
0.025,0.74166667
0.48333333,0.375
0.89166667,0.6
0.975,0.225
0.81666667,0.63333333
0.45,0.38333333
0.775,0.40833333
0.9,0.9
0.525,0.175
0.98333333,0.60833333
0.4,0.36666667
0.1,0.35
0.96666667,0.75833333
0.93333333,0.24166667
0.5,0.11666667
0.69166667,0.69166667
0.475,0.95833333
0.26666667,0.85
0.78333333,0.76666667
0.33333333,0.48333333
0.84166667,0.05
0.19166667,0.53333333
0.6,0.91666667
0.275,0.39166667
0.925,0.70833333
0.9,0.41666667
0.94166667,0.64166667
0.375,0.475
0.63333333,0.058333333
0.90833333,0.175
0.26666667,0.21666667
0.68333333,0.675
0.15,0.6
0.96666667,0.95
0.71666667,0.75
0.85,0.74166667
0.99166667,0.70833333
0.36666667,0.8
0.4,0.7
0.54166667,0.21666667
0.875,0.1
0.55,0.84166667
0.925,0.63333333
0.48333333,0.60833333
0.51666667,0.525
0.31666667,0.43333333
0.34166667,0.091666667
0.025,0.59166667
0.41666667,0.43333333
0.46666667,0.60833333
0.8,0.58333333
0.66666667,0.31666667
0.38333333,0.3
0.24166667,0.95833333
0.625,0.05
0.81666667,0.61666667
0.70833333,0.45833333
0.6,0.64166667
0.75,0.86666667
0.083333333,0.88333333
0.44166667,0.20833333
0.075,0.575
0.975,0.0083333333
0.275,0.53333333
0.61666667,0.36666667
0.31666667,0.41666667
0.94166667,0.46666667
0.54166667,0.95833333
0.24166667,0.05
0.05,0.225
0.375,0.33333333
0.81666667,0.15833333
0.51666667,0.2
0.39166667,0.81666667
0.54166667,0.33333333
0.36666667,0.125
0.75,0.85833333
0.45833333,0.86666667
0.45833333,0.73333333
0.85833333,0.016666667
0.69166667,0.51666667
0.575,0.925
0.80833333,0.35
0.10833333,0.29166667
0.50833333,0.96666667
0.28333333,0.85833333
0.125,0.98333333
0.16666667,0.23333333
0.41666667,0.30833333
0.66666667,0.725
0.041666667,0.1
0.041666667,0.125
0.59166667,0.7
0.86666667,0.475
0.85833333,0.55833333
0.36666667,0.21666667
0.98333333,0.125
0.2,0.24166667
0.075,0.96666667
0.15,0.68333333
0.81666667,0.54166667
0.083333333,0.83333333
0.7,0.81666667
0.05,0.89166667
0.23333333,0.36666667
0.86666667,0.11666667
0.64166667,0.31666667
0.45,0.61666667
0.38333333,0.275
0.55833333,0.8
0.55833333,0.33333333
0.78333333,0.44166667
0.20833333,0.475
0.35833333,0.44166667
0.925,0.64166667
0.1,0.066666667
0.40833333,0.44166667
0.53333333,0.75
0.70833333,0.11666667
0.34166667,0.69166667
0.675,0.45833333
0.4,0.85833333
0.6,0.775
0.31666667,0.05
0.8,0.38333333
0.95833333,0.80833333
0.41666667,0.33333333
0.65,0.45
0.29166667,0.61666667
0.35833333,0.96666667
0.89166667,0.575
0.25,0.78333333
0.53333333,0.7
0.54166667,0.65833333
0.29166667,0.26666667
0.51666667,0.3
0.79166667,0.05
0.56666667,0.35
0.066666667,0.93333333
0.7,0.20833333
0.78333333,0.875
0.475,0.041666667
0.55833333,0.55833333
0.44166667,0.44166667
0.39166667,0.35
0.19166667,0.10833333
0.025,0.94166667
0.05,0.2
0.30833333,0.11666667
0.9,0.80833333
0.025,0.96666667
0.91666667,0.725
0.96666667,0.083333333
0.85,0.84166667
0.83333333,0.21666667
0.2,0.98333333
0.091666667,0.85
0.6,0.15833333
0.65,0.85
0.091666667,0.083333333
0.38333333,0.84166667
0.8,0.8
0.825,0.10833333
0.18333333,0.56666667
0.95,0.8
0.56666667,0.45833333
0.033333333,0.69166667
0.55833333,0.275
0.8,0.16666667
0.99166667,0.96666667
0.825,0.375
0.058333333,0.45
0.74166667,0.93333333
0.79166667,0.8
0.225,0.55833333
0.80833333,0.50833333
0.98333333,0.05
0.65,0.50833333
0.2,0.2
0.71666667,0.95833333
0.091666667,0.80833333
0.41666667,0.85833333
0.091666667,0.575
0.86666667,0.83333333
0.76666667,0.34166667
0.24166667,0.56666667
0.76666667,0.23333333
0.54166667,0.63333333
0.10833333,0.0083333333
0.35,0.64166667
0.35833333,0.083333333
0.033333333,0.033333333
0.85833333,0.725
0.95,0.091666667
0.4,0.18333333
0.73333333,0.25833333
0.475,0.35
0.59166667,0.0083333333
0.49166667,0.18333333
0.51666667,0.70833333
0.475,0.33333333
0.63333333,0.11666667
0.65833333,0.93333333
0.83333333,0.90833333
0.69166667,0.15
0.675,0.24166667
0.34166667,0.725
0.925,0.975
0.175,0.85
0.71666667,0.24166667
0.28333333,0.9
0.9,0.59166667
0.85,0.36666667
0.325,0.51666667
0.25,0.8
0.2,0.3
0.10833333,0.05
0.725,0.775
0.75833333,0.525
0.075,0.20833333
0.041666667,0.78333333
0.55,0.70833333
0.041666667,0.48333333
0.11666667,0.43333333
0.125,0.3
0.56666667,0.275
0.44166667,0.825
0.36666667,0.98333333
0.90833333,0.59166667
0.033333333,0.65
0.95,0.78333333
0.53333333,0.1
0.81666667,0.41666667
0.66666667,0.625
0.88333333,0.725
0.11666667,0.34166667
0.31666667,0.88333333
0.50833333,0.86666667
0.225,0.98333333
0.94166667,0.7
0.96666667,0.86666667
0.3,0.066666667
0.38333333,0.15
0.43333333,0.95833333
0.083333333,0.275
0.1,0.058333333
0.53333333,0.85833333
0.066666667,0.175
0.725,0.44166667
0.56666667,0.45
0.51666667,0.93333333
0.44166667,0.175
0.85,0.14166667
0.79166667,0.066666667
0.84166667,0.725
0.725,0.96666667
0.39166667,0.275
0.55833333,0.35
0.85833333,0.88333333
0.975,0.8
0.79166667,0.575
0.54166667,0.74166667
0.5,0.41666667
0.44166667,0.61666667
0.68333333,0.975
0.3,0.38333333
0.46666667,0.38333333
0.1,0.23333333
0.5,0.44166667
0.51666667,0.45
0.73333333,0.58333333
0.091666667,0.1
0.25833333,0.75833333
0.26666667,0.225
0.033333333,0.725
0.15833333,0.68333333
0.525,0.64166667
0.058333333,0.075
0.45833333,0.24166667
0.15,0.066666667
0.80833333,0.325
0.64166667,0.73333333
0.875,0.20833333
0.45,0.88333333
0.31666667,0.26666667
0.033333333,0.63333333
0.6,0.016666667
0.3,0.025
0.55833333,0.85833333
0.56666667,0.51666667
0.79166667,0.69166667
0.675,0.75833333
0.79166667,0.86666667
0.94166667,0.54166667
0.875,0.40833333
0.68333333,0.15
0.075,0.93333333
0.90833333,0.90833333
0.625,0.925
0.125,0.26666667
0.93333333,0.55
0.33333333,0.6
0.7,0.56666667
0.94166667,0.30833333
1,0.23333333
0.54166667,0.875
0.55,0.76666667
0.825,0.175
0.8,0.275
0.9,0.45
0.575,0.016666667
0.46666667,0.058333333
0.96666667,0.31666667
0.85,0.475
0.24166667,0.39166667
0.58333333,0.9
0.84166667,0.95
0.96666667,0.15
0.70833333,0.93333333
0.20833333,0.8
0.73333333,0.9
0.96666667,0.175
0.79166667,0.091666667
0.56666667,0.4
0.38333333,0.425
0.30833333,0.36666667
0.30833333,0.80833333
0.325,0.31666667
0.20833333,0.825
0.38333333,0.18333333
0.041666667,0.95833333
0.80833333,0.35833333
0.0083333333,0.20833333
0.7,0.625
0.26666667,0.76666667
0.125,0.74166667
0.89166667,0.65
0.041666667,0.016666667
0.55833333,0.675
0.025,0.14166667
0.76666667,0.475
0.19166667,0.19166667
0.33333333,0.65833333
0.39166667,0.925
0.55833333,0.5
0.325,0.033333333
0.95833333,0.775
0.0083333333,0.43333333
0.025,0.23333333
0.066666667,0.99166667
0.9,0.66666667
0.175,0.60833333
0.175,0.39166667
0.925,0.21666667
0.98333333,0.275
0.65,0.675
0.475,0.96666667
0.10833333,0.83333333
0.34166667,0.50833333
0.10833333,0.39166667
0.75,0.13333333
0.075,0.99166667
0.33333333,0.925
0.94166667,0.775
0.94166667,0.925
0.25833333,0.71666667
0.68333333,0.50833333
0.33333333,0.9
0.55833333,0.35833333
0.20833333,0.10833333
0.8,0.95
0.21666667,0.35833333
0.475,0.36666667
0.75,0.875
0.14166667,0.30833333
0.75,0.9
0.31666667,0.15833333
0.45833333,0.33333333
0.19166667,0.275
0.675,0.26666667
0.725,0.51666667
0.825,0.54166667
0.45,0.50833333
0.16666667,0.075
0.066666667,0.875
0.975,0.39166667
0.6,0.99166667
0.46666667,0.075
0.025,0.51666667
0.825,0.5
0.75833333,0.88333333
0.39166667,0.86666667
0.8,0.35833333
0.55,0.64166667
0.20833333,0.175
0.30833333,0.41666667
0.94166667,0.525
1,0.71666667
0.49166667,0.49166667
0.725,0.73333333
0.55,0.825
0.83333333,0.65833333
0.59166667,0.35833333
0.14166667,0.85833333
0.56666667,0.68333333
0.99166667,0.05
0.5,0.925
0.2,0.88333333
0.033333333,0.975
0.041666667,0.60833333
0.88333333,0.29166667
0.75833333,0.2
0.69166667,0.93333333
0.058333333,0.675
0.875,0.94166667
0.65,0.40833333
0.775,0.575
0.075,0.79166667
0.49166667,0.225
0.75,1
0.575,0.35
1,0.33333333
0.066666667,0.55
0.83333333,0.95833333
0.35833333,0.975
0.24166667,0.89166667
0.89166667,0.38333333
0.4,0.375
0.45833333,0.0083333333
0.36666667,0.50833333
0.41666667,0.725
0.74166667,0.066666667
0.325,0.94166667
0.24166667,0.45833333
0.2,0.39166667
0.058333333,0.825
0.50833333,0.49166667
0.54166667,0.93333333
0.44166667,0.18333333
0.13333333,0.80833333
0.20833333,0.64166667
0.81666667,0.56666667
0.066666667,0.64166667
0.69166667,0.7
0.20833333,0.35833333
0.675,0.775
0.49166667,0.35
0.69166667,0.16666667
0.34166667,0.36666667
0.825,0.24166667
0.80833333,0.05
0.7,0.99166667
0.25833333,0.4
0.091666667,0.31666667
0.9,0.033333333
0.55,0.90833333
0.54166667,0.041666667
0.975,0.975
0.11666667,0.48333333
0.175,0.2
0.53333333,0.14166667
